Gender,Age,Height,Weight,Physical exercise,BMR,Calories,Fat,SaturatedFat,Cholesterol,Sodium,Carbs,Fiber,Sugar,Protein
1,79,177.66,113.23,1,1686.21,2535.07,70.59,21.19,218.07,1837.94,346.73,27.63,40.07,112.07
1,15,181.22,84.0,2,1715.59,2550.17,70.73,21.22,192.5,1956.57,404.27,28.56,39.4,67.91
1,31,191.76,121.04,0,2100.52,2522.75,69.93,21.01,161.35,1942.52,381.1,26.08,43.59,94.77
0,28,179.89,93.59,2,1845.87,2674.05,74.39,22.32,247.49,1812.45,427.55,28.55,39.48,74.31
0,61,190.92,83.68,1,1684.71,2174.88,60.27,18.11,242.11,1963.43,331.32,26.91,33.98,83.73
1,14,195.37,95.93,3,1943.37,3479.58,96.8,29.0,183.06,1799.2,574.52,27.81,41.02,76.92
1,46,155.69,115.26,3,1753.15,3277.12,91.04,27.34,182.08,1941.27,530.53,24.16,35.08,99.59
1,21,197.54,94.05,1,1953.11,2631.81,73.29,22.0,164.85,1690.07,414.98,25.51,41.4,75.63
0,79,154.7,56.27,2,1221.56,1753.82,48.23,14.53,227.35,1791.87,264.9,28.98,37.75,55.76
1,29,177.19,100.72,3,1930.39,3436.9,95.38,28.57,199.5,1827.3,555.05,26.42,39.36,80.86
1,30,179.94,83.78,1,1674.75,2320.43,64.5,19.36,181.79,1850.97,381.57,27.67,36.55,67.81
0,74,137.85,37.11,4,985.49,1992.73,55.32,16.65,183.65,1889.39,317.64,27.98,38.67,42.9
1,55,161.76,65.56,4,1305.43,2430.43,67.79,20.32,162.38,2036.38,433.85,26.93,35.43,65.46
1,73,186.15,51.83,2,1216.19,1817.99,50.71,15.31,193.15,1717.96,284.96,27.1,32.56,51.75
1,38,176.1,94.91,2,1807.29,2518.97,69.91,20.95,188.64,1877.74,395.49,27.41,37.17,76.57
0,70,161.29,111.26,2,1711.75,2538.04,70.47,21.24,236.43,2017.26,367.46,25.61,40.27,111.15
1,40,157.85,110.88,3,1782.93,3357.62,93.31,27.95,175.8,1977.27,546.68,24.97,38.58,88.5
1,70,143.83,91.99,4,1449.56,2986.83,82.59,24.72,181.23,1826.01,428.04,29.98,36.67,92.0
1,25,209.45,104.03,0,2009.85,2453.41,68.31,20.45,179.43,1724.19,375.4,24.1,38.98,83.09
1,50,162.86,51.17,3,1208.36,2237.01,62.19,18.64,188.46,1952.02,396.05,25.64,37.24,44.56
0,22,192.87,83.56,2,1775.84,2535.43,70.33,21.13,234.47,1988.8,417.89,26.44,44.0,67.81
1,64,199.55,78.33,0,1577.65,2117.88,58.8,17.64,175.07,1859.75,305.67,29.41,35.95,77.5
0,67,169.91,45.4,0,1190.97,1596.16,44.63,13.33,215.2,1858.5,242.89,29.07,39.86,44.45
1,32,183.8,40.13,2,1255.08,1816.46,51.33,15.4,175.48,1814.25,314.67,27.33,38.63,34.06
0,78,157.89,68.48,4,1334.12,2345.03,65.12,19.38,237.49,1786.48,343.68,27.73,39.44,68.69
1,35,171.31,69.59,4,1439.89,2671.57,73.89,22.21,187.59,2050.58,460.39,26.45,39.4,55.89
1,72,158.89,56.17,4,1170.9,2146.08,59.36,17.84,197.26,1906.26,323.19,29.36,35.77,55.7
1,39,173.57,87.73,1,1630.03,2220.49,61.65,18.55,176.39,1948.26,345.05,26.95,38.61,69.83
1,27,189.18,45.18,4,1401.75,2748.33,76.2,22.88,185.89,1720.93,465.44,28.87,39.1,36.28
0,14,172.86,96.3,0,1968.02,2389.3,66.18,19.83,249.45,1930.76,368.78,29.33,42.18,77.23
0,73,183.73,68.72,1,1422.18,1857.58,51.51,15.54,264.82,1864.29,276.88,29.1,39.76,68.67
1,69,188.66,59.4,4,1377.37,2375.78,65.54,19.68,188.21,1847.23,376.74,29.27,34.25,56.88
1,42,180.54,60.28,3,1374.03,2475.02,68.69,20.54,181.99,1960.95,432.61,26.22,35.3,48.55
0,53,178.95,105.8,2,1936.73,2700.04,74.78,22.49,238.26,1845.63,399.1,26.16,39.0,105.34
1,46,156.32,87.9,0,1556.7,2062.86,56.92,17.05,177.72,1912.16,309.11,27.77,33.64,70.8
1,52,147.94,88.87,1,1533.71,2150.89,59.38,17.86,177.89,1927.7,312.17,27.25,31.38,89.03
1,63,180.39,74.51,1,1497.75,2087.72,58.07,17.37,178.13,1962.65,315.28,30.37,37.1,74.21
0,23,157.29,62.36,1,1394.45,1971.69,54.76,16.39,225.94,1780.11,306.95,28.58,41.85,49.04
1,20,170.08,97.84,4,1878.24,3425.1,94.95,28.51,193.46,1831.01,567.06,27.72,42.04,78.9
1,57,180.75,67.11,4,1391.87,2576.85,71.67,21.41,190.1,2022.19,437.41,26.98,35.68,67.28
1,78,172.71,54.97,2,1185.49,1784.64,49.69,15.01,183.18,1805.58,277.46,28.41,37.79,54.62
0,32,171.42,68.63,2,1504.83,2115.66,58.78,17.63,250.79,1967.67,335.85,27.27,39.86,54.75
0,35,169.06,73.36,1,1554.95,2088.49,58.08,17.39,244.92,1804.68,326.31,25.39,41.58,59.29
0,53,173.43,92.58,4,1717.9,3244.29,90.06,26.99,239.29,1919.48,515.43,28.53,32.11,91.5
1,41,192.17,76.7,4,1670.51,2843.47,78.86,23.56,184.02,1884.82,489.86,26.97,39.89,61.5
1,38,168.04,96.8,1,1822.71,2420.41,67.23,20.17,184.6,1887.63,372.69,24.13,37.69,77.25
1,54,185.41,152.46,0,1954.04,2460.78,68.2,20.49,171.99,1940.37,347.37,26.85,39.76,118.63
0,50,178.99,65.68,3,1421.66,2536.11,70.6,21.2,252.19,1957.82,437.19,27.71,36.65,65.37
0,39,197.06,79.91,1,1727.8,2322.57,64.48,19.3,239.51,1787.09,382.21,28.48,42.58,64.31
0,21,132.27,65.67,0,1326.84,1762.47,48.95,14.69,219.51,1923.26,277.1,30.97,38.87,53.25
1,52,148.8,54.41,2,1087.98,1700.6,47.1,14.18,191.09,1959.92,273.47,27.63,31.91,49.32
0,79,142.02,65.48,4,1131.34,2082.34,57.9,17.4,204.04,1703.72,309.0,28.87,40.6,64.43
1,33,144.32,111.85,0,1826.74,2278.42,62.86,18.9,187.89,1916.59,339.23,25.46,37.92,89.38
1,77,177.93,73.49,2,1362.51,2068.23,57.52,17.23,180.36,1810.07,311.01,28.38,35.97,73.38
0,76,183.36,80.57,0,1550.59,2033.5,56.42,16.99,235.79,1944.83,296.34,29.74,39.88,78.07
1,21,180.96,42.24,1,1273.36,1754.06,48.7,14.66,172.91,1876.8,292.3,28.77,38.38,34.19
0,48,160.02,46.39,3,1267.92,2300.49,64.15,19.17,235.02,1989.21,409.51,26.95,38.47,39.36
0,41,142.72,33.22,2,1091.01,1624.83,45.93,13.74,191.3,1791.71,278.52,26.3,38.92,34.29
1,77,186.79,36.91,1,1171.98,1511.15,42.61,12.7,181.65,1785.61,239.24,27.59,38.93,43.01
0,62,194.97,96.72,0,1880.57,2318.0,64.77,19.39,213.26,1867.71,332.47,27.19,37.85,96.86
0,33,155.34,68.25,0,1412.91,1832.25,50.79,15.29,219.82,1860.38,287.81,29.68,37.68,54.63
0,51,152.85,102.67,3,1817.48,3198.42,89.07,26.66,213.43,1850.06,496.99,24.1,34.93,100.36
0,70,164.18,86.2,0,1531.35,2012.57,55.66,16.74,236.31,1966.47,291.26,26.47,39.66,85.04
0,43,154.9,109.61,1,1823.56,2415.42,66.88,20.14,213.26,1919.61,355.92,24.35,39.68,88.84
1,41,160.15,79.36,3,1510.84,2749.42,76.41,22.98,153.43,1956.97,459.68,27.69,39.46,63.78
0,73,187.78,54.53,2,1326.59,1905.56,52.78,15.91,263.05,1761.71,292.65,29.17,33.62,53.81
0,10,166.05,82.52,4,1699.34,3101.71,86.25,25.94,254.31,1841.36,503.97,25.4,41.62,66.61
1,35,181.19,86.17,4,1690.13,3086.89,85.47,25.61,178.27,1945.75,493.39,26.58,39.9,69.44
1,78,183.08,79.69,1,1442.84,2060.42,57.13,17.12,180.5,1870.56,308.01,28.93,38.96,78.22
0,40,154.0,110.92,0,1826.48,2211.02,61.11,18.41,209.79,1941.09,326.26,26.75,40.64,88.65
1,72,214.34,43.89,0,1236.58,1630.96,45.34,13.49,196.37,1724.15,248.13,26.35,39.62,43.98
1,64,160.47,107.21,3,1633.02,3099.3,85.64,25.83,178.94,1976.49,490.27,27.3,36.48,106.65
0,76,166.62,62.27,2,1285.96,1881.4,52.31,15.71,253.67,1880.65,287.7,28.16,37.42,57.88
0,23,146.05,85.32,3,1627.8,2968.2,82.57,24.79,202.24,1895.2,482.13,25.03,40.92,69.11
0,54,177.29,82.79,0,1630.13,2046.72,56.82,17.03,221.84,1891.05,303.87,28.04,34.19,82.83
0,48,166.86,58.85,0,1377.12,1770.54,48.79,14.77,242.54,1778.17,281.36,27.86,35.77,48.69
1,67,179.32,35.92,3,1181.01,2056.98,57.19,17.28,171.3,1793.94,337.87,28.49,38.16,42.97
0,30,184.39,68.51,0,1575.24,2006.8,55.76,16.68,228.08,1804.63,317.36,30.75,38.89,54.56
1,28,183.3,128.0,3,2073.47,3591.59,99.63,30.0,177.32,1989.83,588.1,25.4,42.68,94.82
1,16,175.18,55.67,4,1390.02,2783.95,77.23,23.27,194.64,1959.41,469.89,30.16,39.16,45.19
0,19,155.94,72.07,1,1511.09,1985.21,55.0,16.52,241.26,1926.83,311.0,29.92,42.99,57.54
1,46,180.55,70.52,0,1441.09,1834.65,51.19,15.29,172.85,1868.92,285.16,29.69,34.46,57.19
0,78,167.13,74.11,2,1437.78,2183.4,60.62,18.36,249.4,1773.22,335.71,25.89,38.15,73.37
1,28,175.21,103.53,0,1946.82,2358.77,65.84,19.74,187.46,1861.11,364.94,25.77,39.27,83.46
1,46,165.53,104.15,1,1778.84,2469.01,68.64,20.47,178.49,1861.43,360.86,24.74,37.69,85.62
0,13,148.69,105.58,4,1887.0,3480.8,96.29,28.92,225.53,1900.04,561.27,27.24,42.83,85.32
0,60,168.0,85.06,2,1597.17,2331.9,64.38,19.51,245.56,2065.66,358.27,25.73,34.44,84.1
0,68,150.89,116.79,2,1695.9,2610.71,72.41,21.87,198.42,1878.9,375.14,24.83,34.99,117.38
1,66,199.43,57.07,3,1356.74,2300.47,64.51,19.24,192.06,1820.28,389.2,28.16,35.25,55.63
1,13,192.14,52.91,1,1415.05,1870.19,52.07,15.59,193.36,1843.24,303.95,31.04,37.8,44.11
0,69,136.98,80.72,0,1424.82,1936.45,53.87,16.1,207.78,1958.46,258.95,29.85,37.71,78.48
0,17,184.03,75.36,3,1771.39,2997.96,83.29,24.98,249.18,2085.54,501.24,29.42,45.41,60.54
0,66,192.91,77.1,4,1666.19,2698.95,75.0,22.33,264.68,1987.36,447.74,28.63,37.99,77.33
0,12,183.56,64.55,4,1535.72,2932.83,81.68,24.52,267.89,1969.8,494.62,29.73,42.57,53.22
1,47,170.29,77.92,2,1501.19,2298.82,63.88,19.22,183.21,1916.5,363.65,27.16,39.47,63.34
0,60,158.96,46.29,4,1185.67,2373.32,65.57,19.78,240.91,2056.05,399.66,27.6,34.13,45.17
0,29,161.85,101.32,1,1909.34,2588.26,71.74,21.59,234.63,1845.96,404.78,24.62,43.58,81.34
0,78,172.73,60.59,4,1344.03,2402.07,66.52,19.81,245.3,1835.1,355.32,26.52,38.61,56.86
1,34,158.66,95.56,3,1782.03,3305.9,91.75,27.44,185.71,1884.4,536.35,26.12,38.74,76.68
1,10,167.36,65.57,2,1441.71,2117.38,58.8,17.61,191.4,1778.63,349.5,29.13,36.76,53.22
1,71,159.05,58.03,4,1225.5,2171.17,59.99,17.97,195.45,1915.67,332.23,29.54,36.01,56.81
1,50,182.76,63.91,4,1380.0,2608.86,72.69,21.72,184.06,1950.76,447.32,26.43,33.39,64.33
1,45,181.61,66.89,0,1413.8,1838.13,51.21,15.32,170.28,1826.51,293.7,29.04,34.31,54.19
1,20,170.3,68.62,1,1460.42,1990.3,55.09,16.57,185.72,1838.57,305.05,28.19,38.76,54.65
0,36,173.99,75.26,3,1649.8,2787.66,77.51,23.19,246.86,2011.28,469.01,27.38,41.6,60.56
0,68,172.89,68.98,3,1386.84,2269.3,62.97,18.74,244.29,2084.44,354.82,28.5,36.97,69.0
0,20,168.63,100.05,1,1950.4,2603.1,72.49,21.7,221.32,1808.32,402.81,25.65,41.59,79.98
0,10,164.42,95.67,2,1850.95,2657.73,73.82,22.19,264.49,1889.21,412.7,25.8,42.96,76.74
0,44,161.46,48.76,2,1302.32,1908.4,53.18,15.91,244.12,1961.35,315.67,27.16,37.1,38.99
0,23,177.95,108.05,3,2041.26,3601.38,100.26,30.04,226.01,1789.8,589.16,24.54,42.62,87.15
0,58,153.41,55.07,2,1232.77,1798.18,49.85,14.95,201.31,2009.63,270.67,28.61,33.65,54.09
0,71,188.1,113.66,3,1870.9,3365.17,94.16,28.1,239.55,1912.77,478.11,26.44,39.56,113.79
0,70,207.35,93.81,1,1789.81,2509.07,69.74,20.88,254.98,1808.02,366.85,26.79,38.31,92.99
1,40,181.21,35.33,0,1222.04,1559.98,43.82,13.16,174.57,1868.13,273.29,29.35,39.98,34.42
1,54,168.3,80.01,1,1441.6,2039.56,56.58,17.01,173.4,1882.05,301.53,28.33,37.59,77.5
1,25,191.72,101.3,0,1961.39,2377.01,66.23,19.86,174.73,1780.52,363.78,23.32,40.68,81.66
1,20,185.98,46.55,4,1375.89,2728.57,75.7,22.71,179.13,1852.58,462.35,29.23,40.14,37.76
1,50,175.24,94.09,3,1712.6,3139.7,87.04,26.16,183.92,1854.92,500.94,28.97,35.66,90.45
1,12,185.19,93.56,3,1828.37,3400.26,94.48,28.4,187.46,1869.12,555.17,29.06,38.26,74.46
1,70,169.31,82.24,2,1442.73,2249.83,62.5,18.81,196.11,1917.4,341.21,27.77,38.26,78.03
0,78,202.5,84.89,3,1618.96,2848.42,78.61,23.53,249.36,1870.95,423.21,25.92,35.41,84.81
0,24,172.49,48.18,4,1377.4,2733.44,75.97,22.7,243.85,1942.25,461.51,28.18,40.7,38.74
0,35,143.13,129.68,4,1911.19,3506.51,96.74,29.21,213.75,1976.61,542.56,26.97,40.1,94.7
0,42,173.13,108.61,4,1924.88,3493.22,96.56,29.07,248.18,1914.08,570.52,28.5,39.75,88.25
0,37,171.96,45.42,0,1299.57,1729.94,47.94,14.49,223.22,1940.56,280.71,29.06,38.91,36.18
0,15,166.51,62.58,3,1435.43,2720.84,75.79,22.78,259.16,1897.36,476.27,28.44,43.88,49.49
0,46,158.94,102.01,4,1813.22,3286.43,91.19,27.39,246.92,1859.34,528.86,26.75,35.33,84.26
0,19,192.11,123.73,4,2192.02,3849.99,106.78,32.07,256.04,1989.38,626.47,28.45,42.68,94.95
0,79,152.28,58.57,0,1187.66,1439.9,39.96,12.16,208.66,1795.37,207.27,28.72,38.86,57.3
1,22,189.26,88.82,3,1778.34,3331.16,92.81,27.84,179.74,1916.09,546.3,26.44,39.78,70.76
0,26,165.91,106.24,0,1926.11,2346.24,65.48,19.64,216.38,1742.54,365.39,25.23,40.64,85.63
0,10,172.39,49.47,4,1395.7,2765.55,76.82,22.98,260.78,1987.56,469.04,29.42,42.57,39.19
0,51,158.13,75.55,3,1519.76,2680.82,74.6,22.44,232.45,1903.66,454.07,27.32,36.07,73.31
0,21,187.83,111.57,2,2071.34,2767.52,76.75,23.0,229.91,1891.33,443.1,25.28,43.25,88.39
0,41,151.86,91.15,4,1658.69,3203.8,88.96,26.66,203.53,1842.01,500.21,26.35,36.91,73.51
1,50,190.53,92.05,2,1711.83,2431.56,67.75,20.29,186.93,1801.95,382.34,25.87,34.97,88.56
0,11,186.96,84.46,4,1768.38,3182.56,88.49,26.62,255.15,1972.52,518.57,26.54,41.37,68.22
1,40,184.9,118.13,4,1970.34,3643.51,101.67,30.32,178.45,2040.28,596.76,27.52,40.95,94.33
0,38,161.67,73.2,2,1527.71,2165.98,60.11,18.05,242.65,1923.82,340.63,26.57,41.5,58.76
1,66,190.73,108.27,3,1765.6,3246.63,89.94,27.04,178.57,1760.47,493.1,26.4,40.18,108.1
0,78,202.81,78.66,1,1572.64,2170.85,60.11,17.9,251.95,1833.12,321.2,26.75,39.04,77.7
0,43,154.12,87.43,0,1613.75,2089.57,57.74,17.27,206.65,1904.45,312.98,26.87,36.83,69.66
1,39,164.27,31.93,2,1128.47,1734.22,48.81,14.67,176.77,1824.95,304.93,26.32,40.48,34.35
0,24,144.17,117.21,2,1891.37,2790.44,77.33,23.3,214.97,1829.44,409.18,23.77,38.55,93.88
0,48,176.53,118.5,3,1970.51,3467.33,96.39,28.91,234.95,2017.16,554.32,25.59,39.3,109.8
0,41,202.66,39.75,0,1366.81,1686.14,47.76,14.32,204.6,1840.11,297.35,28.76,42.69,34.71
1,26,177.63,104.68,2,1946.29,2641.98,73.47,22.06,207.42,1770.42,414.02,25.75,37.59,83.75
0,59,176.36,108.31,4,1896.42,3428.88,94.68,28.58,245.1,1901.47,554.3,27.25,37.94,108.18
1,40,177.11,69.22,3,1435.71,2496.52,69.2,20.7,179.15,1947.7,431.83,26.89,37.52,55.6
0,61,188.63,78.55,3,1663.51,2781.46,77.13,23.08,229.22,1967.58,465.41,29.18,34.58,77.77
1,36,176.72,77.46,2,1583.24,2418.58,67.07,20.2,183.38,1938.86,387.76,28.01,40.89,62.1
1,26,158.68,94.54,1,1785.91,2470.22,68.22,20.47,207.83,1785.12,385.88,25.97,37.89,76.55
1,31,161.62,82.23,4,1604.19,3032.86,84.63,25.38,183.52,1900.63,500.87,26.57,40.29,65.6
1,11,176.18,82.36,0,1698.41,2344.47,65.03,19.59,186.91,1924.78,355.94,29.23,39.47,66.63
1,14,180.69,44.96,4,1340.42,2639.66,73.44,22.0,180.59,1770.74,444.46,30.31,39.93,35.91
1,74,157.12,111.99,0,1572.54,1993.11,55.28,16.63,195.45,2016.37,267.7,27.58,40.7,111.0
1,53,152.35,110.52,1,1733.34,2360.95,65.33,19.66,184.72,1959.04,329.3,25.48,35.57,110.0
1,40,168.66,89.73,4,1664.81,3220.14,89.55,26.81,172.73,1910.52,506.53,25.67,37.55,71.45
1,26,186.82,90.72,3,1806.61,3367.91,93.71,28.14,183.19,1892.71,538.34,27.75,36.93,73.14
1,59,169.48,97.73,4,1689.13,3200.49,88.64,26.64,187.43,1898.07,517.96,27.77,35.62,97.65
1,68,133.64,82.88,4,1402.28,2620.44,72.51,21.72,159.34,1966.49,379.17,29.09,36.26,82.98
0,60,156.66,52.43,0,1207.88,1566.42,43.75,13.19,243.61,1892.88,232.1,28.78,32.15,52.16
1,23,199.38,101.21,1,1998.66,2694.57,74.91,22.49,186.08,1709.11,418.98,24.45,39.48,81.33
1,60,186.61,85.13,3,1614.11,2888.91,80.49,24.06,190.1,1956.07,473.9,28.4,32.95,84.72
1,35,177.49,75.12,4,1587.74,2786.34,77.24,23.12,180.0,1952.49,473.23,27.21,40.05,60.49
0,62,152.03,89.36,0,1612.37,2047.98,56.93,17.02,190.43,1904.7,284.44,26.75,30.97,89.51
1,60,155.18,45.41,4,1091.04,2224.4,61.32,18.55,204.15,2001.92,374.11,27.72,33.96,45.21
1,22,162.17,102.88,4,1886.3,3410.21,94.64,28.39,201.45,1819.54,574.64,28.02,42.12,82.28
0,11,173.06,68.91,1,1568.49,2095.22,58.11,17.42,269.09,2007.75,320.2,29.56,42.36,55.1
0,56,176.39,104.31,2,1903.97,2670.09,74.11,22.23,229.21,1876.79,394.29,25.48,40.63,102.31
1,72,154.09,56.56,1,1169.26,1509.32,42.08,12.68,198.58,1874.36,228.04,30.16,35.38,55.95
1,80,140.36,83.23,1,1381.95,2007.0,55.74,16.7,210.27,1828.48,280.85,29.85,38.96,83.3
0,31,185.87,69.96,4,1625.89,2972.43,82.53,24.74,250.38,1882.91,504.78,27.94,38.44,56.21
0,68,155.72,75.19,0,1444.66,1921.04,53.06,15.91,234.93,1921.07,264.39,29.48,32.74,74.08
0,17,149.1,96.97,3,1856.69,3288.98,91.33,27.34,225.5,1883.99,532.84,25.32,44.44,77.68
0,37,151.03,63.51,2,1304.92,1954.76,54.33,16.3,201.94,1890.3,311.88,25.99,37.63,52.37
1,62,170.33,101.33,4,1716.5,3185.81,88.02,26.51,188.93,1936.8,515.32,29.44,37.18,100.0
0,67,154.03,74.72,1,1434.62,2027.21,56.36,16.81,210.68,1897.55,297.74,28.78,33.71,74.15
0,62,197.89,87.84,2,1754.31,2502.9,69.48,20.85,232.75,1925.69,379.94,24.61,35.59,88.04
1,50,153.17,49.85,0,1144.18,1535.78,42.78,12.93,202.65,1987.1,247.64,28.65,34.33,44.07
1,52,175.44,81.03,0,1524.49,2030.53,56.6,16.94,176.28,1906.52,305.48,30.11,36.71,76.31
0,31,160.48,75.28,1,1604.0,2244.28,62.43,18.73,234.01,1840.38,366.11,27.24,42.28,60.59
0,32,183.33,15.62,2,1326.66,1879.73,52.83,15.94,231.24,1814.3,323.53,27.54,41.52,34.18
1,78,166.69,112.66,3,1642.45,3071.34,85.76,25.72,191.39,1886.98,439.48,27.28,40.06,111.27
0,54,160.88,93.35,4,1698.98,3197.96,88.69,26.55,255.42,1879.27,511.18,29.06,32.63,93.0
1,29,203.39,105.1,2,2012.58,2698.58,75.33,22.51,185.24,1766.69,421.15,25.57,38.69,84.98
0,59,182.08,47.08,0,1286.82,1687.13,47.04,14.14,226.89,1895.78,269.58,29.85,35.96,45.51
1,75,202.4,100.09,0,1778.83,2275.64,63.88,19.18,200.0,1862.76,319.29,29.12,37.7,99.18
1,78,164.24,98.05,3,1594.53,2986.8,82.89,24.81,189.47,1856.54,433.64,28.74,38.64,97.51
1,43,162.55,100.93,0,1738.97,2110.18,58.65,17.6,175.93,1950.26,315.44,26.77,39.6,80.62
1,80,188.77,95.27,0,1659.52,2191.39,61.34,18.36,218.28,1857.33,307.61,28.46,38.06,94.61
0,19,165.59,117.3,2,1981.13,2894.29,80.23,24.04,242.08,1888.73,415.25,24.7,42.17,94.09
1,52,145.21,67.72,2,1245.83,1845.51,51.53,15.48,177.14,1927.53,294.01,28.04,31.26,67.25
1,37,157.0,97.67,4,1827.93,3303.62,92.0,27.5,184.77,1826.04,544.84,26.8,39.33,78.65
1,61,175.33,85.01,3,1556.5,2841.96,79.03,23.66,183.27,2049.94,461.56,28.49,35.48,84.11
1,53,154.4,56.8,1,1259.1,1660.31,45.96,13.8,187.12,1907.91,260.06,28.08,32.72,52.79
1,12,165.82,109.83,0,1926.99,2343.56,65.05,19.59,196.97,1867.69,360.97,28.29,41.73,87.72
0,78,157.95,67.76,0,1306.0,1671.74,46.42,13.92,244.47,1808.6,233.61,28.59,39.51,66.57
0,42,179.75,75.98,0,1653.36,2098.0,58.05,17.4,230.37,1862.1,320.92,28.73,39.5,61.16
1,28,160.1,87.06,2,1637.43,2382.78,66.03,19.8,199.58,1901.21,379.58,26.94,36.57,69.33
1,61,144.65,93.44,1,1535.13,2184.07,60.34,18.06,186.63,1856.39,304.76,28.56,32.43,93.17
1,51,173.04,77.7,1,1483.66,2063.7,57.37,17.27,178.52,1932.44,314.91,28.69,38.17,75.45
1,20,173.22,31.82,1,1234.66,1669.32,46.99,14.13,169.74,1817.56,281.64,29.17,38.34,34.16
0,58,181.32,14.92,0,1255.39,1563.13,43.8,13.05,200.35,1831.85,253.26,29.63,39.68,43.29
0,36,151.3,90.01,0,1682.6,2219.91,61.45,18.38,199.07,1897.59,344.75,26.87,38.72,71.38
0,28,179.83,118.99,0,2125.17,2671.69,74.03,22.21,222.56,1969.47,385.46,26.17,43.11,94.89
0,28,183.01,109.67,4,2055.56,3723.66,102.95,30.83,245.57,1956.45,607.69,28.11,41.41,87.37
0,47,176.23,107.86,4,1927.22,3458.4,95.7,28.79,245.38,1907.22,557.99,28.01,37.58,94.14
1,69,183.28,135.35,2,1782.55,2703.99,75.39,22.56,185.71,1919.75,401.2,26.54,38.49,118.98
1,62,169.32,52.32,1,1166.5,1642.78,45.63,13.73,188.21,1931.96,256.5,27.52,36.18,51.87
1,12,180.92,66.85,2,1523.71,2237.94,62.2,18.61,199.61,1920.98,359.48,30.17,38.45,53.62
0,46,163.76,93.49,2,1684.01,2479.07,68.79,20.72,239.79,1859.91,391.36,26.57,39.84,74.66
1,62,215.22,94.09,0,1796.19,2289.64,63.9,19.16,185.72,1833.86,329.81,27.2,33.94,94.55
0,70,188.3,92.17,2,1683.79,2430.76,67.44,20.23,250.38,1912.32,371.73,27.66,36.83,91.9
0,65,170.98,66.6,2,1354.3,1994.24,55.47,16.61,250.92,1991.86,297.74,27.83,37.69,66.7
1,17,165.57,95.93,2,1815.85,2540.44,70.51,21.11,197.69,1847.82,395.63,26.27,39.31,77.26
1,53,167.84,98.19,3,1744.88,3153.39,87.69,26.29,186.03,1932.53,506.31,26.58,37.39,97.89
0,50,144.32,90.14,1,1619.41,2232.97,61.79,18.55,201.92,1854.5,317.54,26.73,35.73,87.09
1,34,166.87,70.6,1,1396.29,1895.4,52.51,15.71,171.34,1853.03,294.48,27.52,35.69,56.63
1,72,147.6,140.03,0,1565.94,2137.03,59.15,17.78,181.17,1964.79,275.17,26.5,39.49,119.1
1,56,177.15,67.43,1,1367.7,1874.96,52.04,15.69,182.6,1863.67,279.92,28.19,36.35,67.36
1,22,172.48,112.41,4,1950.79,3580.83,99.41,29.8,201.64,1893.16,595.72,29.26,43.29,89.44
1,52,158.52,66.68,2,1316.79,1950.32,54.36,16.33,163.87,1938.13,314.6,27.59,33.5,66.91
1,10,202.58,81.11,2,1701.73,2624.24,73.0,21.85,191.03,1841.51,416.98,29.63,38.18,65.27
1,15,141.35,70.0,0,1354.76,1712.65,47.86,14.38,202.37,1881.74,266.1,31.18,33.02,56.05
0,58,155.4,92.02,0,1647.22,2038.8,56.61,16.93,225.75,1962.37,284.26,27.28,32.17,91.99
0,30,164.93,69.67,4,1507.83,2893.96,80.56,24.12,246.76,1923.98,491.18,28.21,40.01,55.97
0,36,150.34,73.88,3,1514.82,2724.55,75.81,22.75,199.21,1857.49,456.04,25.15,41.98,59.1
0,74,171.54,76.75,1,1472.28,2060.39,56.97,17.08,244.64,1964.82,302.3,27.31,39.79,76.67
0,41,144.27,99.36,0,1745.69,2145.66,59.3,17.7,207.11,1866.38,312.85,24.9,39.33,79.04
0,64,147.36,55.38,1,1120.39,1546.39,42.99,12.9,216.34,1971.9,221.55,29.62,33.33,55.17
1,25,181.88,54.55,4,1366.74,2749.22,76.69,22.98,212.71,1880.56,460.58,28.48,36.7,44.38
1,50,151.18,75.96,2,1426.68,2182.23,60.36,18.14,178.0,1891.24,335.76,26.27,35.92,72.89
0,38,149.21,94.24,4,1764.16,3263.39,90.6,27.17,216.15,1763.42,520.0,27.23,37.45,75.97
0,46,200.91,71.92,3,1601.33,2839.15,78.35,23.35,246.25,1900.07,485.23,26.66,37.44,57.83
0,50,184.47,81.11,3,1667.87,2876.53,79.75,24.02,229.63,1932.84,479.79,29.35,37.96,75.65
0,71,166.49,48.48,3,1224.51,2123.23,58.83,17.6,249.22,1850.07,324.73,26.35,38.08,45.29
1,34,178.32,92.16,2,1753.66,2454.42,68.38,20.57,192.42,1869.89,396.1,26.85,36.2,73.4
0,62,186.86,43.86,2,1312.46,1883.96,52.44,15.76,224.71,1791.65,302.52,28.45,37.12,43.82
1,57,168.8,74.99,2,1443.45,2249.89,62.27,18.75,188.73,1972.31,341.56,27.64,39.84,73.93
0,34,185.86,72.92,1,1657.41,2079.65,58.01,17.34,258.73,1886.49,334.44,28.62,40.85,58.91
0,14,168.83,112.13,3,1999.07,3592.18,99.91,29.96,261.12,1963.15,585.86,28.17,44.04,89.2
1,80,215.24,105.75,4,1766.72,3362.68,93.22,27.89,202.54,1868.97,505.15,30.08,36.92,105.43
1,19,186.4,97.42,1,1916.21,2577.06,71.88,21.57,173.36,1940.54,407.02,27.52,40.29,77.5
